#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.826454E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.546691E+00
   0.843126E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.557719E+00
   0.860134E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.568970E+00
   0.877485E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.580447E+00
   0.895186E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.592156E+00
   0.913245E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.604102E+00
   0.931667E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.616288E+00
   0.950462E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.628721E+00
   0.969635E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.641404E+00
   0.989195E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.654342E+00
   0.100915E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.667542E+00
   0.102951E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.681009E+00
   0.105028E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.694746E+00
   0.107146E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.708761E+00
   0.109308E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.723059E+00
   0.111513E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.737645E+00
   0.113762E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.752525E+00
   0.116057E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.767706E+00
   0.118398E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.783193E+00
   0.120787E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.798992E+00
   0.123223E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.815110E+00
   0.125709E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.831553E+00
   0.128245E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.848328E+00
   0.130832E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.865441E+00
   0.133471E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.882899E+00
   0.136164E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.900710E+00
   0.138911E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.918879E+00
   0.141713E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.937416E+00
   0.144572E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.956326E+00
   0.147488E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.975618E+00
   0.150463E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.995299E+00
   0.153498E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.101538E+01
   0.156595E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.103586E+01
   0.159754E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.105676E+01
   0.162977E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.107807E+01
   0.166264E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.109982E+01
   0.169618E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.112201E+01
   0.173040E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.114464E+01
   0.176531E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.116773E+01
   0.180092E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.119129E+01
   0.183725E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.121532E+01
   0.187431E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.123984E+01
   0.191212E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.126485E+01
   0.195069E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152567E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.129036E+01
   0.199004E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152567E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.131639E+01
   0.203019E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152567E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606894E+00   0.114074E+06   0.114074E+06   0.134295E+01
   0.207114E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152567E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606894E+00   0.114074E+06   0.114074E+06   0.137004E+01
   0.211292E-04   0.114426E+06   0.114426E+06   0.152568E+06   0.152567E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606894E+00   0.114074E+06   0.114074E+06   0.139768E+01
   0.215555E-04   0.114426E+06   0.114426E+06   0.152567E+06   0.152567E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606894E+00   0.114074E+06   0.114074E+06   0.142587E+01
   0.219903E-04   0.114426E+06   0.114426E+06   0.152567E+06   0.152567E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606894E+00   0.114074E+06   0.114074E+06   0.145464E+01
   0.224339E-04   0.114426E+06   0.114426E+06   0.152567E+06   0.152567E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606894E+00   0.114074E+06   0.114074E+06   0.148398E+01
   0.228865E-04   0.114426E+06   0.114426E+06   0.152567E+06   0.152567E+06   0.142527E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606894E+00   0.114074E+06   0.114074E+06   0.151391E+01
   0.233481E-04   0.114426E+06   0.114426E+06   0.152567E+06   0.152567E+06   0.142526E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606894E+00   0.114074E+06   0.114074E+06   0.154445E+01
   0.238191E-04   0.114426E+06   0.114426E+06   0.152567E+06   0.152567E+06   0.142526E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606894E+00   0.114074E+06   0.114074E+06   0.157561E+01
   0.242996E-04   0.114426E+06   0.114426E+06   0.152567E+06   0.152567E+06   0.142526E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606894E+00   0.114074E+06   0.114074E+06   0.160740E+01
