# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       4.814607118538e+13       3.261162496289e-25       9.627910912968e-09       5.000615374075e+21       1.448072504039e+04       3.007664942096e-10       6.971900186106e+17       5.558745295730e-09       1.478503940634e+43       2.806400145131e+32       1.390782372808e+33       3.592470360975e-08       1.022111471143e+43       2.500615411944e+43       2.500615411944e+43       8.335384705921e+42      -3.462966084918e+51       1.426315094509e-05       8.123934546617e-01 
       4.763132149787e+13       3.332029861325e-25       9.731593308970e-09       4.894259655454e+21       1.448072504039e+04       3.040168650588e-10       6.897360699212e+17       5.618818422298e-09       1.416281542876e+43       2.717345907485e+32       1.346649299284e+33       3.592470360975e-08       9.790962144622e+42       2.395377757500e+43       2.395377757500e+43       7.984592524461e+42      -3.281762321833e+51       1.438770249969e-05       8.053607218447e-01 
       4.712207521353e+13       3.404437224251e-25       9.837094694376e-09       4.790165966210e+21       1.448072504039e+04       3.073023625290e-10       6.823618144998e+17       5.679540756617e-09       1.356677756187e+43       2.631117588037e+32       1.303916680797e+33       3.592470360975e-08       9.378912420406e+42       2.294568998384e+43       2.294568998384e+43       7.648563327424e+42      -3.110040258236e+51       1.451225405430e-05       7.984487060166e-01 
       4.661827349319e+13       3.478418049803e-25       9.944415069185e-09       4.688286196314e+21       1.448072504039e+04       3.106233662322e-10       6.750664003127e+17       5.740919314634e-09       1.299582377098e+43       2.547625513192e+32       1.262540077334e+33       3.592470360975e-08       8.984203686046e+42       2.198002745855e+43       2.198002745855e+43       7.326675819010e+42      -2.947303753078e+51       1.463680560890e-05       7.916543254600e-01 
       4.611985812675e+13       3.554006531781e-25       1.005173544399e-08       4.588573258963e+21       1.448072504039e+04       3.139802598827e-10       6.678489844353e+17       5.802961188169e-09       1.244889840025e+43       2.466782854928e+32       1.222476459079e+33       3.592470360975e-08       8.606106151151e+42       2.105500455287e+43       2.105500455287e+43       7.018334850467e+42      -2.793082626473e+51       1.476135716351e-05       7.849746024753e-01 
       4.562677152645e+13       3.631237603664e-25       1.015905581880e-08       4.490981068823e+21       1.448072504039e+04       3.173734313416e-10       6.607087329552e+17       5.865673545589e-09       1.192499022076e+43       2.388505540495e+32       1.183684161661e+33       3.592470360975e-08       8.243920738342e+42       2.016891096053e+43       2.016891096053e+43       6.722970319702e+42      -2.646931301246e+51       1.488590871811e-05       7.784066590080e-01 
       4.513895672024e+13       3.710146962682e-25       1.027001417242e-08       4.395464520727e+21       1.448072504039e+04       3.208032726618e-10       6.536448208758e+17       5.929063632854e-09       1.142313056089e+43       2.312712164988e+32       1.146122842826e+33       3.592470360975e-08       7.896977790702e+42       1.932010835297e+43       1.932010835297e+43       6.440036117197e+42      -2.508427515574e+51       1.501046027272e-05       7.719477125461e-01 
       4.465635734516e+13       3.790771076184e-25       1.038097252604e-08       4.301979468827e+21       1.448072504039e+04       3.242701801328e-10       6.466564320208e+17       5.993138774084e-09       1.094239151525e+43       2.239323906687e+32       1.109753440482e+33       3.592470360975e-08       7.564635833627e+42       1.850702735021e+43       1.850702735021e+43       6.169009116293e+42      -2.377171102978e+51       1.513501182733e-05       7.655950721495e-01 
       4.417891764089e+13       3.873147210328e-25       1.049193087965e-08       4.210482706194e+21       1.448072504039e+04       3.277745543269e-10       6.397427589398e+17       6.057906372713e-09       1.048188422909e+43       2.168264445085e+32       1.074538132077e+33       3.592470360975e-08       7.246280388779e+42       1.772816461916e+43       1.772816461916e+43       5.909388205957e+42      -2.252782836159e+51       1.525956338195e-05       7.593461347571e-01 
       4.370658244323e+13       3.957313434654e-25       1.060652721208e-08       4.120931944846e+21       1.448072504039e+04       3.313168001456e-10       6.329030028155e+17       6.123373912020e-09       1.004075725484e+43       2.099459881520e+32       1.040440295267e+33       3.592470360975e-08       6.941322837960e+42       1.698208009405e+43       1.698208009405e+43       5.660693364267e+42      -2.134903331331e+51       1.538411493656e-05       7.531983815841e-01 
       4.323929717777e+13       4.043308651447e-25       1.072112354450e-08       4.033285796203e+21       1.448072504039e+04       3.348973268658e-10       6.261363733710e+17       6.189548956294e-09       9.618194977849e+42       2.032838662325e+32       1.007424469825e+33       3.592470360975e-08       6.649199334792e+42       1.626739431385e+43       1.626739431385e+43       5.422464770881e+42      -2.023192009887e+51       1.550866649118e-05       7.471493747783e-01 
       4.277700785359e+13       4.131172604680e-25       1.083571987692e-08       3.947503751960e+21       1.448072504039e+04       3.385165481876e-10       6.194420887784e+17       6.256439151480e-09       9.213416108364e+42       1.968331504411e+32       9.754563207702e+32       3.592470360975e-08       6.369369762204e+42       1.558278587174e+43       1.558278587174e+43       5.194261956856e+42      -1.917326114396e+51       1.563321804580e-05       7.411967541665e-01 
       4.231966105700e+13       4.220945903337e-25       1.095395418815e-08       3.863546165365e+21       1.448072504039e+04       3.421748822819e-10       6.128193755689e+17       6.324052226182e-09       8.825672236980e+42       1.905871323220e+32       9.445026026576e+32       3.592470360975e-08       6.101316733791e+42       1.492698897191e+43       1.492698897191e+43       4.975662990257e+42      -1.816999776087e+51       1.575776960042e-05       7.353382341997e-01 
       4.186720394537e+13       4.312670039955e-25       1.107218849938e-08       3.781374232892e+21       1.448072504039e+04       3.458727518390e-10       6.062674685429e+17       6.392395992557e-09       8.454246450877e+42       1.845393162956e+32       9.145311250048e+32       3.592470360975e-08       5.844544637201e+42       1.429879108918e+43       1.429879108918e+43       4.766263696026e+42      -1.721923131130e+51       1.588232115504e-05       7.295716010272e-01 
       4.141958424106e+13       4.406387405575e-25       1.119224180002e-08       3.700949976309e+21       1.448072504039e+04       3.496105841167e-10       5.997856106821e+17       6.461478347110e-09       8.098452008301e+42       1.786834129039e+32       8.855107188156e+32       3.592470360975e-08       5.598578717780e+42       1.369703072714e+43       1.369703072714e+43       4.565676908694e+42      -1.631821483163e+51       1.600687270966e-05       7.238947096935e-01 
       4.097675022533e+13       4.502141317297e-25       1.131229510065e-08       3.622236225128e+21       1.448072504039e+04       3.533888109906e-10       5.933730530617e+17       6.531307271799e-09       7.757631068816e+42       1.730133322691e+32       8.574112041656e+32       3.592470360975e-08       5.362964200781e+42       1.312059527063e+43       1.312059527063e+43       4.373531756532e+42      -1.546434509632e+51       1.613142426429e-05       7.183054815031e-01 
       4.053865073239e+13       4.599976027277e-25       1.143416739069e-08       3.545196599418e+21       1.448072504039e+04       3.572078690034e-10       5.870290547641e+17       6.601890834696e-09       7.431153477007e+42       1.675231777612e+32       8.302033588165e+32       3.592470360975e-08       5.137265450518e+42       1.256841892852e+43       1.256841892852e+43       4.189472975842e+42      -1.465515509665e+51       1.625597581892e-05       7.128019014490e-01 
       4.010523514348e+13       4.699936756627e-25       1.155785867013e-08       3.469795492998e+21       1.448072504039e+04       3.610681994154e-10       5.807528827929e+17       6.673237191234e-09       7.118415597361e+42       1.622072398649e+32       8.038588878261e+32       3.592470360975e-08       4.921065164904e+42       1.203948076323e+43       1.203948076323e+43       4.013160254088e+42      -1.388830691305e+51       1.638052737355e-05       7.073820158305e-01 
       3.967645338104e+13       4.802069701291e-25       1.168336893898e-08       3.395998056979e+21       1.448072504039e+04       3.649702482558e-10       5.745438119886e+17       6.745354584802e-09       6.818839198186e+42       1.570599902427e+32       7.783503941230e+32       3.592470360975e-08       4.713963603883e+42       1.153280280300e+43       1.153280280300e+43       3.844267600690e+42      -1.316158496030e+51       1.650507892818e-05       7.020439298981e-01 
       3.925225590289e+13       4.906422068690e-25       1.180887920782e-08       3.323770183654e+21       1.448072504039e+04       3.689144663739e-10       5.684011249448e+17       6.818251348046e-09       6.531870382498e+42       1.520760759851e+32       7.536513500146e+32       3.592470360975e-08       4.515577850343e+42       1.104744823375e+43       1.104744823375e+43       3.682482744281e+42      -1.247288958631e+51       1.662963048282e-05       6.967858056867e-01 
       3.883259369656e+13       5.013042085832e-25       1.193802745547e-08       3.253078490738e+21       1.448072504039e+04       3.729013094912e-10       5.623241119250e+17       6.891935903525e-09       6.256978563905e+42       1.472503140443e+32       7.297360695999e+32       3.592470360975e-08       4.325541102123e+42       1.058251966690e+43       1.058251966690e+43       3.527506555343e+42      -1.182023100573e+51       1.675418203745e-05       6.916058598699e-01 
       3.841741827356e+13       5.121979031228e-25       1.206535671372e-08       3.183890305939e+21       1.448072504039e+04       3.769312382544e-10       5.563120707810e+17       6.966416764893e-09       5.993655485580e+42       1.425776858436e+32       7.065796820569e+32       3.592470360975e-08       4.143501993823e+42       1.013715748025e+43       1.013715748025e+43       3.379052493134e+42      -1.120172355106e+51       1.687873359209e-05       6.865023617675e-01 
       3.800668166381e+13       5.233283254005e-25       1.219632395077e-08       3.116173651854e+21       1.448072504039e+04       3.810047182881e-10       5.503643068712e+17       7.041702537811e-09       5.741414280539e+42       1.380533320589e+32       6.841581057785e+32       3.592470360975e-08       3.969123947148e+42       9.710538228509e+42       9.710538228509e+42       3.236846075896e+42      -1.061558022459e+51       1.700328514673e-05       6.814736314091e-01 
       3.760033641013e+13       5.347006194866e-25       1.232911017723e-08       3.049897231194e+21       1.448072504039e+04       3.851222202492e-10       5.444801329812e+17       7.117801920882e-09       5.499788571445e+42       1.336725475644e+32       6.624480233280e+32       3.592470360975e-08       3.802084548605e+42       9.301873120846e+42       9.301873120846e+42       3.100624373350e+42      -1.006010753532e+51       1.712783670137e-05       6.765180376843e-01 
       3.719833556269e+13       5.463200417241e-25       1.246189640369e-08       2.985030412317e+21       1.448072504039e+04       3.892842198808e-10       5.386588692435e+17       7.194723706820e-09       5.268331608316e+42       1.294307765403e+32       6.414268571910e+32       3.592470360975e-08       3.642074953373e+42       8.910406562459e+42       8.910406562459e+42       2.970135520563e+42      -9.533700606191e+50       1.725238825602e-05       6.716339965962e-01 
       3.680063267365e+13       5.581919619999e-25       1.259650161956e-08       2.921543215071e+21       1.448072504039e+04       3.934911980673e-10       5.328998430594e+17       7.272476783217e-09       5.046615442507e+42       1.253236077345e+32       6.210727462948e+32       3.592470360975e-08       3.488799314274e+42       8.535414757528e+42       8.535414757528e+42       2.845138252260e+42      -9.034838537200e+50       1.737693981066e-05       6.668199695470e-01 
       3.640718179173e+13       5.703218677245e-25       1.273292582482e-08       2.859406296937e+21       1.448072504039e+04       3.977436408901e-10       5.272023890214e+17       7.351070133890e-09       4.834230135467e+42       1.213467698751e+32       6.013645232746e+32       3.592470360975e-08       3.341974234771e+42       8.176204370961e+42       8.176204370961e+42       2.725401456746e+42      -8.562080011226e+50       1.750149136531e-05       6.620744617552e-01 
