#    L    TT             EE             TE             PP             TP          
  1211   0.100804E+04   0.189259E+02   0.120690E+02   0.219572E+06   0.134491E+02
  1212   0.100296E+04   0.191400E+02   0.122421E+02   0.219269E+06   0.137097E+02
  1213   0.997882E+03   0.193553E+02   0.123954E+02   0.218968E+06   0.139728E+02
  1214   0.992801E+03   0.195719E+02   0.125291E+02   0.218667E+06   0.142384E+02
  1215   0.987727E+03   0.197895E+02   0.126431E+02   0.218367E+06   0.145062E+02
  1216   0.982645E+03   0.200081E+02   0.127373E+02   0.218068E+06   0.147761E+02
  1217   0.977570E+03   0.202275E+02   0.128119E+02   0.217769E+06   0.150479E+02
  1218   0.972502E+03   0.204477E+02   0.128669E+02   0.217470E+06   0.153216E+02
  1219   0.967441E+03   0.206685E+02   0.129021E+02   0.217173E+06   0.155968E+02
  1220   0.962380E+03   0.208899E+02   0.129178E+02   0.216876E+06   0.158735E+02
  1221   0.957340E+03   0.211116E+02   0.129137E+02   0.216580E+06   0.161515E+02
  1222   0.952300E+03   0.213338E+02   0.128902E+02   0.216284E+06   0.164307E+02
  1223   0.947282E+03   0.215561E+02   0.128471E+02   0.215989E+06   0.167108E+02
  1224   0.942272E+03   0.217786E+02   0.127847E+02   0.215695E+06   0.169918E+02
  1225   0.937283E+03   0.220011E+02   0.127031E+02   0.215401E+06   0.172735E+02
  1226   0.932308E+03   0.222236E+02   0.126023E+02   0.215108E+06   0.175556E+02
  1227   0.927355E+03   0.224459E+02   0.124825E+02   0.214815E+06   0.178382E+02
  1228   0.922425E+03   0.226680E+02   0.123438E+02   0.214524E+06   0.181209E+02
  1229   0.917523E+03   0.228897E+02   0.121864E+02   0.214232E+06   0.184037E+02
  1230   0.912644E+03   0.231111E+02   0.120103E+02   0.213942E+06   0.186864E+02
  1231   0.907786E+03   0.233318E+02   0.118157E+02   0.213652E+06   0.189689E+02
  1232   0.902958E+03   0.235520E+02   0.116027E+02   0.213362E+06   0.192509E+02
  1233   0.898166E+03   0.237713E+02   0.113715E+02   0.213074E+06   0.195323E+02
  1234   0.893397E+03   0.239899E+02   0.111221E+02   0.212786E+06   0.198130E+02
  1235   0.888664E+03   0.242075E+02   0.108547E+02   0.212498E+06   0.200928E+02
  1236   0.883960E+03   0.244240E+02   0.105695E+02   0.212211E+06   0.203716E+02
  1237   0.879293E+03   0.246394E+02   0.102665E+02   0.211925E+06   0.206491E+02
  1238   0.874663E+03   0.248536E+02   0.994608E+01   0.211639E+06   0.209253E+02
  1239   0.870070E+03   0.250664E+02   0.960833E+01   0.211354E+06   0.212000E+02
  1240   0.865513E+03   0.252777E+02   0.925348E+01   0.211070E+06   0.214729E+02
  1241   0.861000E+03   0.254876E+02   0.888173E+01   0.210786E+06   0.217441E+02
  1242   0.856532E+03   0.256959E+02   0.849332E+01   0.210503E+06   0.220133E+02
  1243   0.852100E+03   0.259024E+02   0.808838E+01   0.210220E+06   0.222803E+02
  1244   0.847713E+03   0.261072E+02   0.766707E+01   0.209938E+06   0.225450E+02
  1245   0.843370E+03   0.263100E+02   0.722974E+01   0.209656E+06   0.228072E+02
  1246   0.839078E+03   0.265109E+02   0.677656E+01   0.209375E+06   0.230668E+02
  1247   0.834830E+03   0.267096E+02   0.630775E+01   0.209095E+06   0.233237E+02
  1248   0.830634E+03   0.269062E+02   0.582354E+01   0.208815E+06   0.235776E+02
  1249   0.826483E+03   0.271005E+02   0.532415E+01   0.208536E+06   0.238284E+02
  1250   0.822390E+03   0.272925E+02   0.480982E+01   0.208258E+06   0.240760E+02
  1251   0.818341E+03   0.274821E+02   0.428084E+01   0.207980E+06   0.243202E+02
  1252   0.814344E+03   0.276691E+02   0.373752E+01   0.207703E+06   0.245610E+02
  1253   0.810406E+03   0.278535E+02   0.318016E+01   0.207426E+06   0.247986E+02
  1254   0.806520E+03   0.280354E+02   0.260907E+01   0.207150E+06   0.250328E+02
  1255   0.802692E+03   0.282145E+02   0.202457E+01   0.206874E+06   0.252638E+02
  1256   0.798924E+03   0.283909E+02   0.142695E+01   0.206599E+06   0.254915E+02
  1257   0.795215E+03   0.285644E+02   0.816521E+00   0.206324E+06   0.257162E+02
  1258   0.791564E+03   0.287350E+02   0.193593E+00   0.206051E+06   0.259377E+02
  1259   0.787966E+03   0.289026E+02  -0.441530E+00   0.205777E+06   0.261561E+02
  1260   0.784441E+03   0.290673E+02  -0.108854E+01   0.205504E+06   0.263714E+02
  1261   0.780968E+03   0.292287E+02  -0.174713E+01   0.205232E+06   0.265838E+02
  1262   0.777561E+03   0.293869E+02  -0.241700E+01   0.204961E+06   0.267932E+02
  1263   0.774221E+03   0.295419E+02  -0.309784E+01   0.204690E+06   0.269996E+02
  1264   0.770940E+03   0.296936E+02  -0.378932E+01   0.204419E+06   0.272032E+02
  1265   0.767726E+03   0.298419E+02  -0.449113E+01   0.204149E+06   0.274039E+02
  1266   0.764571E+03   0.299867E+02  -0.520290E+01   0.203880E+06   0.276019E+02
  1267   0.761489E+03   0.301280E+02  -0.592429E+01   0.203611E+06   0.277970E+02
  1268   0.758474E+03   0.302658E+02  -0.665496E+01   0.203343E+06   0.279895E+02
  1269   0.755526E+03   0.303999E+02  -0.739454E+01   0.203075E+06   0.281792E+02
  1270   0.752644E+03   0.305304E+02  -0.814273E+01   0.202808E+06   0.283664E+02
  1271   0.749829E+03   0.306572E+02  -0.889910E+01   0.202541E+06   0.285509E+02
  1272   0.747088E+03   0.307802E+02  -0.966342E+01   0.202275E+06   0.287328E+02
  1273   0.744413E+03   0.308993E+02  -0.104352E+02   0.202010E+06   0.289122E+02
  1274   0.741805E+03   0.310146E+02  -0.112141E+02   0.201745E+06   0.290892E+02
  1275   0.739269E+03   0.311261E+02  -0.119999E+02   0.201480E+06   0.292637E+02
  1276   0.736805E+03   0.312336E+02  -0.127921E+02   0.201216E+06   0.294357E+02
  1277   0.734411E+03   0.313371E+02  -0.135904E+02   0.200953E+06   0.296055E+02
  1278   0.732089E+03   0.314366E+02  -0.143944E+02   0.200690E+06   0.297729E+02
  1279   0.729838E+03   0.315319E+02  -0.152039E+02   0.200428E+06   0.299380E+02
  1280   0.727658E+03   0.316232E+02  -0.160183E+02   0.200166E+06   0.301008E+02
  1281   0.725550E+03   0.317102E+02  -0.168374E+02   0.199905E+06   0.302615E+02
  1282   0.723515E+03   0.317931E+02  -0.176608E+02   0.199644E+06   0.304200E+02
  1283   0.721551E+03   0.318718E+02  -0.184882E+02   0.199384E+06   0.305764E+02
  1284   0.719658E+03   0.319461E+02  -0.193190E+02   0.199125E+06   0.307307E+02
  1285   0.717839E+03   0.320161E+02  -0.201531E+02   0.198865E+06   0.308829E+02
  1286   0.716091E+03   0.320817E+02  -0.209901E+02   0.198607E+06   0.310332E+02
  1287   0.714416E+03   0.321430E+02  -0.218295E+02   0.198349E+06   0.311814E+02
  1288   0.712813E+03   0.321999E+02  -0.226709E+02   0.198091E+06   0.313278E+02
  1289   0.711281E+03   0.322524E+02  -0.235141E+02   0.197834E+06   0.314723E+02
  1290   0.709823E+03   0.323006E+02  -0.243586E+02   0.197578E+06   0.316149E+02
  1291   0.708437E+03   0.323443E+02  -0.252040E+02   0.197322E+06   0.317557E+02
  1292   0.707123E+03   0.323836E+02  -0.260500E+02   0.197067E+06   0.318948E+02
  1293   0.705880E+03   0.324185E+02  -0.268962E+02   0.196812E+06   0.320321E+02
  1294   0.704710E+03   0.324490E+02  -0.277424E+02   0.196557E+06   0.321677E+02
  1295   0.703611E+03   0.324749E+02  -0.285879E+02   0.196303E+06   0.323018E+02
  1296   0.702584E+03   0.324964E+02  -0.294327E+02   0.196050E+06   0.324342E+02
  1297   0.701627E+03   0.325134E+02  -0.302762E+02   0.195797E+06   0.325650E+02
  1298   0.700741E+03   0.325260E+02  -0.311182E+02   0.195545E+06   0.326943E+02
  1299   0.699925E+03   0.325339E+02  -0.319582E+02   0.195293E+06   0.328221E+02
  1300   0.699178E+03   0.325374E+02  -0.327959E+02   0.195042E+06   0.329485E+02
  1301   0.698502E+03   0.325363E+02  -0.336311E+02   0.194791E+06   0.330735E+02
  1302   0.697894E+03   0.325308E+02  -0.344632E+02   0.194540E+06   0.331971E+02
  1303   0.697354E+03   0.325208E+02  -0.352921E+02   0.194291E+06   0.333195E+02
  1304   0.696882E+03   0.325063E+02  -0.361173E+02   0.194041E+06   0.334406E+02
  1305   0.696479E+03   0.324874E+02  -0.369385E+02   0.193792E+06   0.335606E+02
  1306   0.696142E+03   0.324640E+02  -0.377553E+02   0.193544E+06   0.336795E+02
  1307   0.695872E+03   0.324362E+02  -0.385674E+02   0.193296E+06   0.337973E+02
  1308   0.695668E+03   0.324040E+02  -0.393745E+02   0.193049E+06   0.339142E+02
  1309   0.695529E+03   0.323673E+02  -0.401762E+02   0.192802E+06   0.340301E+02
  1310   0.695455E+03   0.323262E+02  -0.409720E+02   0.192556E+06   0.341452E+02
  1311   0.695444E+03   0.322808E+02  -0.417620E+02   0.192310E+06   0.342595E+02
  1312   0.695497E+03   0.322310E+02  -0.425455E+02   0.192064E+06   0.343730E+02
  1313   0.695612E+03   0.321768E+02  -0.433222E+02   0.191819E+06   0.344859E+02
  1314   0.695789E+03   0.321183E+02  -0.440919E+02   0.191575E+06   0.345982E+02
  1315   0.696027E+03   0.320555E+02  -0.448542E+02   0.191331E+06   0.347099E+02
  1316   0.696325E+03   0.319885E+02  -0.456089E+02   0.191087E+06   0.348211E+02
  1317   0.696683E+03   0.319173E+02  -0.463557E+02   0.190844E+06   0.349319E+02
  1318   0.697099E+03   0.318420E+02  -0.470942E+02   0.190602E+06   0.350423E+02
  1319   0.697573E+03   0.317626E+02  -0.478242E+02   0.190360E+06   0.351524E+02
  1320   0.698104E+03   0.316791E+02  -0.485453E+02   0.190118E+06   0.352622E+02
  1321   0.698691E+03   0.315916E+02  -0.492573E+02   0.189877E+06   0.353719E+02
  1322   0.699334E+03   0.315001E+02  -0.499598E+02   0.189636E+06   0.354814E+02
  1323   0.700031E+03   0.314047E+02  -0.506527E+02   0.189396E+06   0.355909E+02
  1324   0.700781E+03   0.313055E+02  -0.513356E+02   0.189157E+06   0.357004E+02
  1325   0.701583E+03   0.312023E+02  -0.520082E+02   0.188917E+06   0.358099E+02
  1326   0.702437E+03   0.310953E+02  -0.526702E+02   0.188679E+06   0.359195E+02
  1327   0.703341E+03   0.309845E+02  -0.533216E+02   0.188440E+06   0.360293E+02
  1328   0.704295E+03   0.308699E+02  -0.539618E+02   0.188202E+06   0.361393E+02
  1329   0.705296E+03   0.307516E+02  -0.545907E+02   0.187965E+06   0.362497E+02
  1330   0.706345E+03   0.306297E+02  -0.552081E+02   0.187728E+06   0.363604E+02
  1331   0.707440E+03   0.305042E+02  -0.558138E+02   0.187492E+06   0.364715E+02
  1332   0.708580E+03   0.303752E+02  -0.564074E+02   0.187256E+06   0.365831E+02
  1333   0.709764E+03   0.302427E+02  -0.569888E+02   0.187020E+06   0.366952E+02
  1334   0.710990E+03   0.301068E+02  -0.575577E+02   0.186785E+06   0.368080E+02
  1335   0.712258E+03   0.299674E+02  -0.581139E+02   0.186551E+06   0.369214E+02
  1336   0.713566E+03   0.298248E+02  -0.586572E+02   0.186316E+06   0.370355E+02
  1337   0.714914E+03   0.296789E+02  -0.591874E+02   0.186083E+06   0.371504E+02
  1338   0.716300E+03   0.295299E+02  -0.597043E+02   0.185849E+06   0.372661E+02
  1339   0.717723E+03   0.293776E+02  -0.602077E+02   0.185617E+06   0.373828E+02
  1340   0.719181E+03   0.292224E+02  -0.606974E+02   0.185384E+06   0.375004E+02
  1341   0.720675E+03   0.290641E+02  -0.611733E+02   0.185152E+06   0.376191E+02
  1342   0.722201E+03   0.289029E+02  -0.616349E+02   0.184921E+06   0.377388E+02
  1343   0.723760E+03   0.287387E+02  -0.620825E+02   0.184690E+06   0.378597E+02
  1344   0.725348E+03   0.285717E+02  -0.625155E+02   0.184459E+06   0.379817E+02
  1345   0.726967E+03   0.284019E+02  -0.629340E+02   0.184229E+06   0.381051E+02
  1346   0.728613E+03   0.282295E+02  -0.633377E+02   0.183999E+06   0.382298E+02
  1347   0.730287E+03   0.280543E+02  -0.637265E+02   0.183770E+06   0.383559E+02
  1348   0.731985E+03   0.278765E+02  -0.641001E+02   0.183541E+06   0.384834E+02
  1349   0.733708E+03   0.276962E+02  -0.644585E+02   0.183313E+06   0.386124E+02
  1350   0.735454E+03   0.275136E+02  -0.648016E+02   0.183085E+06   0.387431E+02
  1351   0.737222E+03   0.273285E+02  -0.651294E+02   0.182857E+06   0.388753E+02
  1352   0.739010E+03   0.271412E+02  -0.654417E+02   0.182630E+06   0.390090E+02
  1353   0.740819E+03   0.269516E+02  -0.657385E+02   0.182404E+06   0.391441E+02
  1354   0.742641E+03   0.267601E+02  -0.660197E+02   0.182177E+06   0.392805E+02
  1355   0.744485E+03   0.265665E+02  -0.662851E+02   0.181952E+06   0.394180E+02
  1356   0.746344E+03   0.263710E+02  -0.665349E+02   0.181726E+06   0.395565E+02
  1357   0.748219E+03   0.261738E+02  -0.667687E+02   0.181501E+06   0.396959E+02
  1358   0.750109E+03   0.259746E+02  -0.669867E+02   0.181277E+06   0.398361E+02
  1359   0.752007E+03   0.257738E+02  -0.671887E+02   0.181053E+06   0.399769E+02
  1360   0.753912E+03   0.255713E+02  -0.673746E+02   0.180829E+06   0.401182E+02
  1361   0.755826E+03   0.253674E+02  -0.675444E+02   0.180606E+06   0.402599E+02
  1362   0.757754E+03   0.251619E+02  -0.676980E+02   0.180383E+06   0.404019E+02
  1363   0.759683E+03   0.249550E+02  -0.678354E+02   0.180160E+06   0.405440E+02
  1364   0.761620E+03   0.247468E+02  -0.679566E+02   0.179938E+06   0.406862E+02
  1365   0.763565E+03   0.245374E+02  -0.680616E+02   0.179717E+06   0.408282E+02
  1366   0.765503E+03   0.243268E+02  -0.681503E+02   0.179496E+06   0.409700E+02
  1367   0.767448E+03   0.241152E+02  -0.682227E+02   0.179275E+06   0.411114E+02
  1368   0.769394E+03   0.239025E+02  -0.682788E+02   0.179055E+06   0.412524E+02
  1369   0.771333E+03   0.236890E+02  -0.683186E+02   0.178835E+06   0.413927E+02
  1370   0.773280E+03   0.234747E+02  -0.683422E+02   0.178615E+06   0.415323E+02
  1371   0.775212E+03   0.232595E+02  -0.683496E+02   0.178396E+06   0.416711E+02
  1372   0.777145E+03   0.230439E+02  -0.683408E+02   0.178177E+06   0.418088E+02
  1373   0.779071E+03   0.228276E+02  -0.683158E+02   0.177959E+06   0.419455E+02
  1374   0.780989E+03   0.226108E+02  -0.682747E+02   0.177741E+06   0.420810E+02
  1375   0.782894E+03   0.223936E+02  -0.682176E+02   0.177524E+06   0.422150E+02
  1376   0.784791E+03   0.221762E+02  -0.681443E+02   0.177306E+06   0.423477E+02
  1377   0.786681E+03   0.219585E+02  -0.680552E+02   0.177090E+06   0.424787E+02
  1378   0.788557E+03   0.217407E+02  -0.679501E+02   0.176873E+06   0.426079E+02
  1379   0.790419E+03   0.215227E+02  -0.678291E+02   0.176658E+06   0.427354E+02
  1380   0.792259E+03   0.213049E+02  -0.676922E+02   0.176442E+06   0.428608E+02
  1381   0.794091E+03   0.210870E+02  -0.675396E+02   0.176227E+06   0.429842E+02
  1382   0.795902E+03   0.208692E+02  -0.673711E+02   0.176012E+06   0.431053E+02
  1383   0.797691E+03   0.206517E+02  -0.671870E+02   0.175798E+06   0.432241E+02
  1384   0.799458E+03   0.204345E+02  -0.669872E+02   0.175584E+06   0.433404E+02
  1385   0.801211E+03   0.202177E+02  -0.667721E+02   0.175371E+06   0.434541E+02
  1386   0.802942E+03   0.200014E+02  -0.665417E+02   0.175158E+06   0.435651E+02
  1387   0.804644E+03   0.197856E+02  -0.662961E+02   0.174945E+06   0.436732E+02
  1388   0.806324E+03   0.195705E+02  -0.660356E+02   0.174733E+06   0.437784E+02
  1389   0.807974E+03   0.193561E+02  -0.657602E+02   0.174521E+06   0.438805E+02
  1390   0.809603E+03   0.191426E+02  -0.654701E+02   0.174309E+06   0.439793E+02
  1391   0.811203E+03   0.189299E+02  -0.651655E+02   0.174098E+06   0.440748E+02
  1392   0.812773E+03   0.187183E+02  -0.648465E+02   0.173887E+06   0.441669E+02
  1393   0.814322E+03   0.185076E+02  -0.645132E+02   0.173677E+06   0.442553E+02
  1394   0.815834E+03   0.182981E+02  -0.641657E+02   0.173467E+06   0.443400E+02
  1395   0.817309E+03   0.180897E+02  -0.638042E+02   0.173257E+06   0.444209E+02
  1396   0.818755E+03   0.178826E+02  -0.634288E+02   0.173048E+06   0.444978E+02
  1397   0.820172E+03   0.176768E+02  -0.630397E+02   0.172839E+06   0.445707E+02
  1398   0.821545E+03   0.174724E+02  -0.626369E+02   0.172631E+06   0.446393E+02
  1399   0.822888E+03   0.172695E+02  -0.622208E+02   0.172422E+06   0.447035E+02
  1400   0.824188E+03   0.170681E+02  -0.617915E+02   0.172215E+06   0.447633E+02
  1401   0.825458E+03   0.168683E+02  -0.613493E+02   0.172007E+06   0.448186E+02
  1402   0.826684E+03   0.166702E+02  -0.608942E+02   0.171800E+06   0.448692E+02
  1403   0.827874E+03   0.164738E+02  -0.604266E+02   0.171594E+06   0.449154E+02
  1404   0.829027E+03   0.162792E+02  -0.599466E+02   0.171388E+06   0.449570E+02
  1405   0.830136E+03   0.160865E+02  -0.594545E+02   0.171182E+06   0.449941E+02
  1406   0.831200E+03   0.158958E+02  -0.589503E+02   0.170976E+06   0.450268E+02
  1407   0.832221E+03   0.157070E+02  -0.584345E+02   0.170771E+06   0.450550E+02
  1408   0.833205E+03   0.155203E+02  -0.579071E+02   0.170566E+06   0.450788E+02
  1409   0.834138E+03   0.153357E+02  -0.573683E+02   0.170362E+06   0.450982E+02
  1410   0.835033E+03   0.151532E+02  -0.568184E+02   0.170158E+06   0.451133E+02
  1411   0.835878E+03   0.149730E+02  -0.562576E+02   0.169954E+06   0.451240E+02
  1412   0.836678E+03   0.147951E+02  -0.556862E+02   0.169751E+06   0.451304E+02
  1413   0.837426E+03   0.146196E+02  -0.551042E+02   0.169548E+06   0.451326E+02
  1414   0.838131E+03   0.144465E+02  -0.545123E+02   0.169346E+06   0.451304E+02
  1415   0.838784E+03   0.142759E+02  -0.539105E+02   0.169143E+06   0.451241E+02
  1416   0.839392E+03   0.141078E+02  -0.532991E+02   0.168942E+06   0.451135E+02
  1417   0.839950E+03   0.139423E+02  -0.526783E+02   0.168740E+06   0.450987E+02
  1418   0.840463E+03   0.137795E+02  -0.520486E+02   0.168539E+06   0.450798E+02
  1419   0.840924E+03   0.136193E+02  -0.514101E+02   0.168338E+06   0.450567E+02
  1420   0.841334E+03   0.134619E+02  -0.507631E+02   0.168138E+06   0.450296E+02
  1421   0.841692E+03   0.133073E+02  -0.501078E+02   0.167938E+06   0.449983E+02
  1422   0.841999E+03   0.131556E+02  -0.494445E+02   0.167738E+06   0.449630E+02
  1423   0.842261E+03   0.130067E+02  -0.487735E+02   0.167539E+06   0.449237E+02
  1424   0.842465E+03   0.128608E+02  -0.480949E+02   0.167340E+06   0.448803E+02
  1425   0.842617E+03   0.127179E+02  -0.474091E+02   0.167141E+06   0.448330E+02
  1426   0.842717E+03   0.125780E+02  -0.467165E+02   0.166943E+06   0.447817E+02
  1427   0.842758E+03   0.124411E+02  -0.460170E+02   0.166745E+06   0.447265E+02
  1428   0.842748E+03   0.123073E+02  -0.453112E+02   0.166548E+06   0.446673E+02
  1429   0.842686E+03   0.121766E+02  -0.445993E+02   0.166350E+06   0.446043E+02
  1430   0.842573E+03   0.120491E+02  -0.438815E+02   0.166154E+06   0.445374E+02
  1431   0.842400E+03   0.119249E+02  -0.431582E+02   0.165957E+06   0.444667E+02
  1432   0.842176E+03   0.118039E+02  -0.424296E+02   0.165761E+06   0.443922E+02
  1433   0.841892E+03   0.116861E+02  -0.416960E+02   0.165565E+06   0.443139E+02
  1434   0.841557E+03   0.115716E+02  -0.409576E+02   0.165370E+06   0.442319E+02
  1435   0.841163E+03   0.114605E+02  -0.402149E+02   0.165175E+06   0.441461E+02
  1436   0.840717E+03   0.113528E+02  -0.394679E+02   0.164980E+06   0.440566E+02
  1437   0.840213E+03   0.112483E+02  -0.387173E+02   0.164785E+06   0.439634E+02
  1438   0.839649E+03   0.111473E+02  -0.379629E+02   0.164591E+06   0.438666E+02
  1439   0.839033E+03   0.110499E+02  -0.372054E+02   0.164398E+06   0.437662E+02
  1440   0.838366E+03   0.109558E+02  -0.364448E+02   0.164204E+06   0.436621E+02
  1441   0.837639E+03   0.108652E+02  -0.356815E+02   0.164011E+06   0.435545E+02
  1442   0.836854E+03   0.107780E+02  -0.349157E+02   0.163818E+06   0.434433E+02
  1443   0.836009E+03   0.106944E+02  -0.341478E+02   0.163626E+06   0.433286E+02
  1444   0.835113E+03   0.106143E+02  -0.333781E+02   0.163434E+06   0.432103E+02
  1445   0.834158E+03   0.105377E+02  -0.326068E+02   0.163242E+06   0.430887E+02
  1446   0.833143E+03   0.104648E+02  -0.318341E+02   0.163051E+06   0.429635E+02
  1447   0.832077E+03   0.103953E+02  -0.310604E+02   0.162860E+06   0.428349E+02
  1448   0.830952E+03   0.103294E+02  -0.302860E+02   0.162669E+06   0.427029E+02
  1449   0.829767E+03   0.102672E+02  -0.295112E+02   0.162479E+06   0.425676E+02
  1450   0.828531E+03   0.102085E+02  -0.287362E+02   0.162289E+06   0.424289E+02
  1451   0.827243E+03   0.101534E+02  -0.279615E+02   0.162099E+06   0.422869E+02
  1452   0.825896E+03   0.101019E+02  -0.271872E+02   0.161910E+06   0.421416E+02
  1453   0.824490E+03   0.100540E+02  -0.264137E+02   0.161721E+06   0.419930E+02
  1454   0.823032E+03   0.100098E+02  -0.256414E+02   0.161532E+06   0.418413E+02
  1455   0.821522E+03   0.996906E+01  -0.248703E+02   0.161343E+06   0.416865E+02
  1456   0.819960E+03   0.993200E+01  -0.241008E+02   0.161155E+06   0.415286E+02
  1457   0.818347E+03   0.989857E+01  -0.233331E+02   0.160968E+06   0.413677E+02
  1458   0.816675E+03   0.986863E+01  -0.225676E+02   0.160780E+06   0.412038E+02
  1459   0.814950E+03   0.984232E+01  -0.218045E+02   0.160593E+06   0.410370E+02
  1460   0.813174E+03   0.981964E+01  -0.210441E+02   0.160406E+06   0.408673E+02
  1461   0.811346E+03   0.980045E+01  -0.202865E+02   0.160220E+06   0.406948E+02
  1462   0.809467E+03   0.978482E+01  -0.195322E+02   0.160034E+06   0.405195E+02
  1463   0.807535E+03   0.977275E+01  -0.187814E+02   0.159848E+06   0.403415E+02
  1464   0.805552E+03   0.976417E+01  -0.180342E+02   0.159662E+06   0.401609E+02
  1465   0.803517E+03   0.975915E+01  -0.172910E+02   0.159477E+06   0.399776E+02
  1466   0.801437E+03   0.975762E+01  -0.165521E+02   0.159292E+06   0.397918E+02
  1467   0.799306E+03   0.975951E+01  -0.158177E+02   0.159108E+06   0.396034E+02
  1468   0.797130E+03   0.976496E+01  -0.150881E+02   0.158924E+06   0.394126E+02
  1469   0.794902E+03   0.977375E+01  -0.143634E+02   0.158740E+06   0.392194E+02
  1470   0.792622E+03   0.978603E+01  -0.136440E+02   0.158556E+06   0.390238E+02
  1471   0.790306E+03   0.980165E+01  -0.129301E+02   0.158373E+06   0.388259E+02
  1472   0.787937E+03   0.982070E+01  -0.122220E+02   0.158190E+06   0.386257E+02
  1473   0.785517E+03   0.984301E+01  -0.115198E+02   0.158007E+06   0.384233E+02
  1474   0.783060E+03   0.986874E+01  -0.108238E+02   0.157825E+06   0.382188E+02
  1475   0.780550E+03   0.989766E+01  -0.101344E+02   0.157643E+06   0.380122E+02
  1476   0.778004E+03   0.992993E+01  -0.945150E+01   0.157461E+06   0.378035E+02
  1477   0.775413E+03   0.996540E+01  -0.877560E+01   0.157280E+06   0.375927E+02
  1478   0.772778E+03   0.100040E+02  -0.810681E+01   0.157099E+06   0.373801E+02
  1479   0.770105E+03   0.100459E+02  -0.744534E+01   0.156918E+06   0.371655E+02
  1480   0.767388E+03   0.100908E+02  -0.679145E+01   0.156738E+06   0.369491E+02
  1481   0.764634E+03   0.101389E+02  -0.614533E+01   0.156557E+06   0.367309E+02
  1482   0.761835E+03   0.101900E+02  -0.550721E+01   0.156378E+06   0.365109E+02
  1483   0.759000E+03   0.102441E+02  -0.487725E+01   0.156198E+06   0.362892E+02
  1484   0.756134E+03   0.103012E+02  -0.425566E+01   0.156019E+06   0.360658E+02
  1485   0.753224E+03   0.103613E+02  -0.364264E+01   0.155840E+06   0.358409E+02
  1486   0.750284E+03   0.104243E+02  -0.303837E+01   0.155661E+06   0.356144E+02
  1487   0.747300E+03   0.104901E+02  -0.244306E+01   0.155483E+06   0.353864E+02
  1488   0.744286E+03   0.105587E+02  -0.185688E+01   0.155305E+06   0.351570E+02
  1489   0.741242E+03   0.106302E+02  -0.128002E+01   0.155127E+06   0.349261E+02
  1490   0.738158E+03   0.107043E+02  -0.712642E+00   0.154950E+06   0.346939E+02
  1491   0.735043E+03   0.107811E+02  -0.154916E+00   0.154773E+06   0.344604E+02
  1492   0.731898E+03   0.108606E+02   0.392989E+00   0.154596E+06   0.342257E+02
  1493   0.728721E+03   0.109427E+02   0.930896E+00   0.154419E+06   0.339898E+02
  1494   0.725515E+03   0.110272E+02   0.145864E+01   0.154243E+06   0.337527E+02
  1495   0.722279E+03   0.111143E+02   0.197607E+01   0.154067E+06   0.335145E+02
  1496   0.719015E+03   0.112039E+02   0.248303E+01   0.153892E+06   0.332753E+02
  1497   0.715724E+03   0.112957E+02   0.297940E+01   0.153716E+06   0.330351E+02
  1498   0.712407E+03   0.113900E+02   0.346505E+01   0.153541E+06   0.327939E+02
  1499   0.709063E+03   0.114865E+02   0.393985E+01   0.153367E+06   0.325519E+02
  1500   0.705696E+03   0.115852E+02   0.440366E+01   0.153192E+06   0.323090E+02
  1501   0.702304E+03   0.116861E+02   0.485636E+01   0.153018E+06   0.320653E+02
  1502   0.698891E+03   0.117891E+02   0.529782E+01   0.152844E+06   0.318209E+02
  1503   0.695455E+03   0.118942E+02   0.572793E+01   0.152671E+06   0.315758E+02
  1504   0.691999E+03   0.120013E+02   0.614659E+01   0.152498E+06   0.313300E+02
  1505   0.688523E+03   0.121103E+02   0.655370E+01   0.152325E+06   0.310836E+02
  1506   0.685027E+03   0.122212E+02   0.694914E+01   0.152152E+06   0.308366E+02
  1507   0.681513E+03   0.123339E+02   0.733283E+01   0.151979E+06   0.305891E+02
  1508   0.677982E+03   0.124485E+02   0.770462E+01   0.151807E+06   0.303411E+02
  1509   0.674434E+03   0.125647E+02   0.806453E+01   0.151636E+06   0.300927E+02
  1510   0.670870E+03   0.126825E+02   0.841234E+01   0.151464E+06   0.298438E+02
  1511   0.667292E+03   0.128019E+02   0.874811E+01   0.151293E+06   0.295946E+02
  1512   0.663701E+03   0.129229E+02   0.907177E+01   0.151122E+06   0.293451E+02
  1513   0.660097E+03   0.130453E+02   0.938333E+01   0.150951E+06   0.290953E+02
  1514   0.656483E+03   0.131691E+02   0.968262E+01   0.150781E+06   0.288453E+02
  1515   0.652860E+03   0.132943E+02   0.996972E+01   0.150611E+06   0.285951E+02
  1516   0.649228E+03   0.134208E+02   0.102445E+02   0.150441E+06   0.283447E+02
  1517   0.645588E+03   0.135485E+02   0.105069E+02   0.150271E+06   0.280943E+02
  1518   0.641942E+03   0.136773E+02   0.107570E+02   0.150102E+06   0.278438E+02
  1519   0.638290E+03   0.138073E+02   0.109947E+02   0.149933E+06   0.275933E+02
  1520   0.634633E+03   0.139382E+02   0.112200E+02   0.149765E+06   0.273428E+02
  1521   0.630972E+03   0.140701E+02   0.114328E+02   0.149596E+06   0.270924E+02
  1522   0.627308E+03   0.142031E+02   0.116332E+02   0.149428E+06   0.268421E+02
